model_set,model_key,scope,camera,beach,island,p90,relMAE_all,relMAE_summer,relMAE_season,is_best
xgb_run_20260522_092800,15d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0515,,0.0576,False
xgb_run_20260522_092800,15d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1964,0.2499,0.2505,False
xgb_run_20260522_092800,15d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.0105,0.0112,0.011,False
xgb_run_20260522_092800,15d,per_beach,port,Port,,6.0,0.0287,0.0375,0.0404,False
xgb_run_20260522_092800,15d,per_beach,cala-gat,Cala Gat,,4.0,0.1752,,,False
xgb_run_20260522_092800,15d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.1611,,,False
xgb_run_20260522_092800,15d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.2281,,0.2387,False
xgb_run_20260522_092800,15d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.123,,0.1523,False
xgb_run_20260522_092800,15d,per_beach,port-pollenca,Port Pollença,,34.0,0.0612,,0.0658,False
xgb_run_20260522_092800,15d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.0159,,,False
xgb_run_20260522_092800,15d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0061,,0.0087,False
xgb_run_20260522_092800,15d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.2142,,0.2523,False
